,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,*Date of Status Change: Date of DISCO status if available; otherwise date of change/addition to file. ,,,"PRICE LIST - DIRECT
Effective November 8, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,, Pricing  ,,,,,,,,Category,,,,,,,,Each: Dimensions & Weight,,,,,,Master Pack/Carton: Dimensions and Weight,,,,,,,Case: Dimensions and Weight,,,,,,,Pallet: Dimensions and Weight,,,,,,,,
Catalog Number,Ghost Sku/Product Code,"Status
",*Date of Status Change,Replacement SKU ,Brand,SBU ,Division ,Description,Industry List,45% Off (Irwin Only),Gold / P1,Platinum / P2, Surcharge , 45% Off + Surcharge (IRWIN Only) , Gold + Surcharge ,Platinum +  Surcharge,Category,Sub Category,"Application Tool
(for Fastening Products)","MOQ (Buy Multiples)
","Pack Qty
(for Fasteners)",MTO?            (Yes Or No),Country of Orgin ,Commodity Code,"Each
UPC Code","Each
Length (IN)","Each
Width (IN)","Each 
Height (IN)","Each
Gross Weight (LB)","Each 
Volume (CUB)","Master Pack
UPC Code","Master Pack 
Qty",Master Pack Length (IN),Master Pack Width (IN),Master Pack Height (IN),"Master Pack 
Gross Weight (LB)",Master Pack Volume (CUB),"Case 
UPC Code","Case 
Qty","Case 
53701,,ACTIVE,02/03/18,,IRWIN,PTA,34,EXTRCTR + DRL BIT EX-1+5/64, 4.10 , 2.26 , 2.04 , 1.83 ,5%, 2.37 , 2.15 , 1.93 ,TAP AND DIE,TAP AND DIE,,3,,NO,US,0,42526537011,5.8,1.7,0.3,0.026,0.002,20042526537015,3,6,2.3,1.7,0.08,0.014,30042526537012,24,6.8,6.1,4.7,0.7,0.113,60885911600776,4320,42,30,44.31,153,32.309,-,-
53702,,ACTIVE,02/03/18,,IRWIN,PTA,34,EXTRCTR + DRL BIT EX-2+7/64, 4.34 , 2.39 , 2.17 , 1.95 ,5%, 2.50 , 2.28 , 2.05 ,TAP AND DIE,TAP AND DIE,,3,,NO,US,0,42526537028,5.7,1.6,0.3,0.04,0.002,20042526537022,3,6,2.3,1.6,0.12,0.013,30042526537029,24,12.3,6.7,2.3,0.97,0.11,60885911600783,4320,42,30,44.31,201.6,32.309,-,-
53703,,ACTIVE,02/03/18,,IRWIN,PTA,34,EXTRCTR + DRILL BIT SPIRAL #3 + 5/32, 4.98 , 2.74 , 2.48 , 2.23 ,5%, 2.87 , 2.61 , 2.35 ,TAP AND DIE,TAP AND DIE,,3,,NO,US,0,42526537035,5.7,1.6,0.3,0.06,0.002,20042526537039,3,6,2.3,1.6,0.18,0.013,30042526537036,24,12.3,6.7,2.3,1.45,0.11,60885911600790,4320,42,30,44.31,288,32.309,-,-
53704,,ACTIVE,02/03/18,,IRWIN,PTA,34,EXTRCTR + DRILL BIT EX-4+1/4, 7.20 , 3.96 , 3.60 , 3.23 ,5%, 4.15 , 3.78 , 3.40 ,TAP AND DIE,TAP AND DIE,,3,,NO,US,0,42526537042,8.5,1.9,0.5,0.133,0.005,20042526537046,3,9.4,2.8,1.6,0.4,0.024,30042526537043,24,10,6.2,5.7,3.23,0.205,60885911601100,2640,42,30,47.44,382.3,34.592,-,-
53705,,ACTIVE,02/03/18,,IRWIN,PTA,34,EXTRCTR + DRL BIT EX-5+19/64, 9.94 , 5.46 , 4.97 , 4.46 ,5%, 5.73 , 5.22 , 4.69 ,TAP AND DIE,TAP AND DIE,,3,,NO,US,0,42526537059,8.5,2,0.5,0.2,0.005,20042526537053,3,9.4,2.8,1.6,0.6,0.024,30042526537050,24,12.5,10.2,3,4.83,0.221,60885911601117,2640,42,30,47.44,558.3,34.592,-,-
53706,,ACTIVE,02/03/18,,IRWIN,PTA,34,EXTRCTR + DRL BIT EX-6+13/32, 19.54 , 10.74 , 9.77 , 8.79 ,5%, 11.27 , 10.26 , 9.23 ,TAP AND DIE,TAP AND DIE,,3,,NO,US,0,42526537066,9,3.3,0.8,0.45,0.014,20042526537060,3,9.4,2.8,1.6,1.35,0.024,30042526537067,24,12.4,9.4,2.8,11.3,0.189,60885911601124,2640,42,30,47.44,1270,34.592,-,-
53901,,ACTIVE,02/03/18,,IRWIN,PTA,34,"IMPACT BOLT GRIP 1/4""/6MM 3/8 DR BULK", 13.40 , 7.37 , 6.70 , 6.02 ,5%, 7.73 , 7.04 , 6.33 ,TAP AND DIE,TAP AND DIE,,1,,NO,US,0,24721539014,1.2,0.6,0.6,0.052,-,30024721539015,5,8,4,0.8,0.26,0.015,-,-,-,-,-,-,-,-,7500,42,30,49,417,35.729,-,-
53902,,ACTIVE,02/03/18,,IRWIN,PTA,34,"IMPACT BOLT GRIP 5/16""/8MM 3/8 DR BULK", 13.40 , 7.37 , 6.70 , 6.02 ,5%, 7.73 , 7.04 , 6.33 ,TAP AND DIE,TAP AND DIE,,1,,NO,US,0,24721539021,3,1.5,0.8,0.058,0.002,30024721539022,5,8,5,1,0.29,0.023,-,-,-,-,-,-,-,-,11200,42,30,52,676.6,37.917,-,-
53903,,ACTIVE,02/03/18,,IRWIN,PTA,34,"IMPACT BOLT GRIP 3/8"" 3/8 DR BULK", 13.40 , 7.37 , 6.70 , 6.02 ,5%, 7.73 , 7.04 , 6.33 ,TAP AND DIE,TAP AND DIE,,1,,NO,US,0,24721539038,3,1.5,1,0.062,0.003,30024721539039,5,8,7.5,1.5,0.31,0.052,-,-,-,-,-,-,-,-,8400,42,30,50,547.8,36.458,-,-
53904,,ACTIVE,02/03/18,,IRWIN,PTA,34,IMPACT BOLT GRIP 10MM 3/8 DR BULK, 13.40 , 7.37 , 6.70 , 6.02 ,5%, 7.73 , 7.04 , 6.33 ,TAP AND DIE,TAP AND DIE,,1,,NO,US,0,42526539046,3,1.5,1,0.088,0.003,30042526539047,5,9,8,1,0.44,0.042,-,50,8.3,8.2,8.8,5.06,0.347,-,3750,42,30,49,357,35.729,-,-
53905,,ACTIVE,02/03/18,,IRWIN,PTA,34,"IMPACT BOLT GRIP 7/16""/11MM 3/8 DR BULK", 14.18 , 7.80 , 7.08 , 6.38 ,5%, 8.19 , 7.44 , 6.70 ,TAP AND DIE,TAP AND DIE,,1,,NO,US,0,24721539052,4,3,0.8,0.086,0.006,30024721539053,5,9,8,1,0.43,0.042,-,50,8.3,8.2,8.8,4.77,0.347,-,3750,42,30,49,349.5,35.729,-,-
53906,,ACTIVE,02/03/18,,IRWIN,PTA,34,IMPACT BOLT GRIP 12MM 3/8 DR BULK, 14.18 , 7.80 , 7.08 , 6.38 ,5%, 8.19 , 7.44 , 6.70 ,TAP AND DIE,TAP AND DIE,,1,,NO,US,0,24721539069,1.2,0.8,0.8,0.092,-,30024721539060,5,8,4,1,0.46,0.019,-,-,-,-,-,-,-,-,7500,42,30,49,717,35.729,-,-
53907,,ACTIVE,02/03/18,,IRWIN,PTA,34,"IMPACT BOLT GRIP 1/2"" 3/8 DR BULK", 14.18 , 7.80 , 7.08 , 6.38 ,5%, 8.19 , 7.44 , 6.70 ,TAP AND DIE,TAP AND DIE,,1,,NO,US,0,24721539076,3,1,1,0.09,0.002,30024721539077,5,10.4,8,1,0.45,0.048,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
53908,,ACTIVE,02/03/18,,IRWIN,PTA,34,IMPACT BOLT GRIP 13MM 3/8 DR BULK, 14.18 , 7.80 , 7.08 , 6.38 ,5%, 8.19 , 7.44 , 6.70 ,TAP AND DIE,TAP AND DIE,,1,,NO,US,0,24721539083,3,1.2,0.9,0.09,0.002,30024721539084,5,8,4,1,0.45,0.019,-,-,-,-,-,-,-,-,8400,42,30,51,783,37.188,-,-
53909,,ACTIVE,02/03/18,,IRWIN,PTA,34,"IMPACT BOLT GRIP 9/16""/14MM 3/8 DR BULK", 17.32 , 9.53 , 8.65 , 7.79 ,5%, 10.00 , 9.09 , 8.18 ,TAP AND DIE,TAP AND DIE,,1,,NO,US,0,24721539090,4.5,3,1.1,0.12,0.009,30024721539091,5,9,8,1.5,0.6,0.063,-,-,-,-,-,-,-,-,7800,42,30,47,963,34.271,-,-
53910,,ACTIVE,02/03/18,,IRWIN,PTA,34,"IMPACT BOLT GRIP 5/8""/16MM 3/8 DR BULK", 17.32 , 9.53 , 8.65 , 7.79 ,5%, 10.00 , 9.09 , 8.18 ,TAP AND DIE,TAP AND DIE,,1,,NO,US,0,24721539106,4.5,3,1.1,0.12,0.009,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,4185,42,30,54,529.2,39.375,-,-
53911,,ACTIVE,02/03/18,,IRWIN,PTA,34,IMPACT BOLT GRIP 17MM 3/8 DR BULK, 19.72 , 10.85 , 9.85 , 8.86 ,5%, 11.39 , 10.35 , 9.31 ,TAP AND DIE,TAP AND DIE,,1,,NO,US,0,24721539113,3,1.4,1.2,0.168,0.003,30024721539114,5,8,4,1.2,0.84,0.022,-,-,-,-,-,-,-,-,6000,42,30,44,1035,32.083,-,-
53912,,ACTIVE,02/03/18,,IRWIN,PTA,34,"IMPACT BOLT GRIP 11/16"" 3/8 DR BULK", 19.72 , 10.85 , 9.85 , 8.86 ,5%, 11.39 , 10.35 , 9.31 ,TAP AND DIE,TAP AND DIE,,1,,NO,US,0,24721539120,3,2,1.4,0.168,0.005,30024721539121,5,8,4,1.4,0.84,0.026,-,25,6.4,6.3,6.5,4.5,0.152,-,3700,42,30,50,648.6,36.458,-,-
53913,,ACTIVE,02/03/18,,IRWIN,PTA,34,"IMPACT BOLT GRIP 3/4""/19MM 3/8 DR BULK", 23.62 , 13.00 , 11.80 , 10.62 ,5%, 13.65 , 12.40 , 11.16 ,TAP AND DIE,TAP AND DIE,,1,,NO,US,0,24721539137,4.5,3,1,0.19,0.008,30024721539138,5,9,8,1.5,0.95,0.063,-,25,6.4,6.3,6.6,4.94,0.154,-,4200,42,30,51,825,37.188,-,-
53914,,ACTIVE,02/03/18,,IRWIN,PTA,34,"IMPACT BOLT GRIP 3/4""/19MM 1/2 DR BULK", 28.36 , 15.59 , 14.18 , 12.76 ,5%, 16.36 , 14.89 , 13.40 ,TAP AND DIE,TAP AND DIE,,1,,NO,US,0,24721539144,4,1.8,1.3,0.384,0.005,30024721539145,5,8,6,1.6,1.92,0.044,-,50,8.3,8.2,8.8,19.58,0.347,-,3000,42,30,40,1179,29.167,-,-
53915,,ACTIVE,02/03/18,,IRWIN,PTA,34,"IMPACT BOLT GRIP 13/16""/21MM 1/2 DR BULK", 28.36 , 15.59 , 14.18 , 12.76 ,5%, 16.36 , 14.89 , 13.40 ,TAP AND DIE,TAP AND DIE,,1,,NO,US,0,24721539151,4,2,1.5,0.39,0.007,30024721539152,5,8,5,1.5,1.95,0.035,-,-,-,-,-,-,-,-,2475,42,30,31,992.25,22.604,-,-
53916,,ACTIVE,02/03/18,,IRWIN,PTA,34,"IMPACT BOLT GRIP 7/8""/22MM 1/2 DR BULK", 28.36 , 15.59 , 14.18 , 12.76 ,5%, 16.36 , 14.89 , 13.40 ,TAP AND DIE,TAP AND DIE,,1,,NO,US,0,24721539168,3.5,3,1.5,0.5,0.009,-,1,3.5,3,1.5,0,0.009,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
53917,,ACTIVE,02/03/18,,IRWIN,PTA,34,"IMPACT BOLT GRIP 15/16""/24MM 1/2 DR BULK", 28.36 , 15.59 , 14.18 , 12.76 ,5%, 16.36 , 14.89 , 13.40 ,TAP AND DIE,TAP AND DIE,,1,,NO,US,0,24721539175,3,2,1.7,0.528,0.006,30024721539176,5,8,6,1.8,2.64,0.05,-,50,14.3,10.3,6.5,27.11,0.554,-,2100,42,30,50,1135.8,36.458,-,-
53918,,ACTIVE,02/03/18,,IRWIN,PTA,34,"IMPACT BOLT GRIP 1"" 1/2 DR BULK", 28.36 , 15.59 , 14.18 , 12.76 ,5%, 16.36 , 14.89 , 13.40 ,TAP AND DIE,TAP AND DIE,,1,,NO,US,0,24721539182,7,4,1.5,0.538,0.024,30024721539183,5,9,8,2,2.69,0.083,-,-,-,-,-,-,-,-,2100,42,30,51,1156.8,37.188,-,-
54009,,ACTIVE,02/03/18,,IRWIN,PTA,34,"EXTRCTR 9PC SET 1/4-3/4"" BOLT 3/8"" DRV""", 144.76 , 79.61 , 72.38 , 65.13 ,5%, 83.59 , 76.00 , 68.39 ,TAP AND DIE,TAP AND DIE,,1,,NO,US,0,24721540096,8.4,4.2,2.2,1.25,0.045,-,-,-,-,-,-,-,30024721540097,6,-,-,-,-,-,-,595,42,30,42,770.5,30.625,-,-
54019,,ACTIVE,02/03/18,,IRWIN,PTA,34,"EXTRCTR 9PC SET 8-19MM BOLT 3/8"" DRV", 144.76 , 79.61 , 72.38 , 65.13 ,5%, 83.59 , 76.00 , 68.39 ,TAP AND DIE,TAP AND DIE,,1,,NO,US,8207906000,24721540195,8.5,4.2,2,1.34,0.041,-,-,0,-,-,-,-,30024721540196,6,8.661,8.425,8.268,8.042,0.349,-,360,42,30,46,509.4,33.542,-,-
54113,,ACTIVE,02/03/18,,IRWIN,PTA,34,"EXTRCTR 13PC SET 1/4-3/4"" BOLT 3/8""", 207.72 , 114.24 , 103.85 , 93.46 ,5%, 119.95 , 109.05 , 98.14 ,TAP AND DIE,TAP AND DIE,,1,,NO,US,0,24721541130,9.1,6.6,1.7,1.93,0.059,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,522,42,30,54,1034.46,39.375,-,-
54125,,ACTIVE,02/03/18,,IRWIN,PTA,34,"EXTRCTR 5PC SET 3/4-1"" BOLT 1/2"" DRV", 141.60 , 77.88 , 70.80 , 63.71 ,5%, 81.77 , 74.34 , 66.90 ,TAP AND DIE,TAP AND DIE,,1,,NO,US,8207906000,24721541253,7.9,4.5,2.1,2.45,0.043,-,-,0,-,-,-,-,30024721541254,6,9.252,8.937,6.693,16.5,0.32,-,432,42,30,45.158,1223,32.928,-,-
58100,,ACTIVE,02/03/18,,IRWIN,HTS,1,SPR CLMP 1/25MM, 3.25 , 1.79 , 1.62 , 1.46 ,5%, 1.87 , 1.71 , 1.54 ,HAND CLAMPS,HAND CLAMPS,,10,,NO,CN,3926909985,38548581002,4.5,2.9,1.4,0.212,0.011,10038548581009,10,12,7.2,6.3,2.12,0.315,20038548581006,50,37.3,12.4,6.9,12.08,1.847,60885911350923,700,42,30,53,175.4,38.646,-,-
58200,,ACTIVE,02/03/18,,IRWIN,HTS,1,"SPR CLMP 2""/50MM", 4.72 , 2.60 , 2.36 , 2.12 ,5%, 2.73 , 2.48 , 2.23 ,HAND CLAMPS,HAND CLAMPS,,10,,NO,CN,3926909985,38548582009,6.2,4.3,1.7,0.306,0.026,10038548582006,10,12,7.4,6.4,3.06,0.329,20038548582003,50,37.3,12.6,6.8,17.22,1.849,60885911368102,700,42,30,53,241.2,38.646,-,-
58300,,ACTIVE,02/03/18,,IRWIN,HTS,1,"SPR CLMP 3""/ 76MM", 8.16 , 4.49 , 4.07 , 3.66 ,5%, 4.71 , 4.28 , 3.85 ,HAND CLAMPS,HAND CLAMPS,,5,,NO,CN,3926909985,38548583006,9.3,5.3,1.7,0.518,0.048,10038548583003,5,12,7.3,6.4,2.59,0.324,20038548583000,25,37.5,12.7,6.8,14.44,1.874,60885911350954,300,42,30,46,182.4,33.542,-,-
60105,,ACTIVE,02/03/18,,IRWIN,PTA,34,DRL 5/64 GP JL 118' BRT BULK, 1.22 , 0.67 , 0.60 , 0.54 ,5%, 0.70 , 0.64 , 0.57 ,ROUND SHANK METAL DRILLING,HSS(BLACK OXIDE),,12,,NO,CN,0,42526601057,2.2,0.1,0.1,0.003,-,40042526601055,12,3.7,2.5,0.1,0.04,0.001,50042526601052,120,4,2.6,2.4,0.41,0.014,60885911380289,84000,42,30,29,279,21.146,-,-
60107,,ACTIVE,02/03/18,,IRWIN,PTA,34,DRL 7/64 GP JL 118' BRT BULK, 1.26 , 0.70 , 0.63 , 0.57 ,5%, 0.73 , 0.67 , 0.60 ,ROUND SHANK METAL DRILLING,HSS(BLACK OXIDE),,12,,NO,CN,0,42526601071,2.7,0.2,0.2,0.006,-,40042526601079,12,3.7,2.5,0.3,0.08,0.002,50042526601076,120,4,2.7,2.5,0.81,0.016,60885911380272,93600,42,30,35,588.6,25.521,-,-
60109,,ACTIVE,02/03/18,,IRWIN,PTA,34,DRL 9/64 GP JL 118' BRT BULK, 1.55 , 0.85 , 0.77 , 0.69 ,5%, 0.89 , 0.81 , 0.73 ,ROUND SHANK METAL DRILLING,HSS(BLACK OXIDE),,12,,NO,CN,0,42526601095,3,0.1,0.1,0.01,-,40042526601093,12,3.7,2.5,0.3,0.12,0.002,60042526601097,120,4,2.7,2.5,1.28,0.016,60885911380265,84000,42,30,30,867,21.875,-,-
60110,,ACTIVE,02/03/18,,IRWIN,PTA,34,DRL 5/32 GP JL 118 BRT BULK, 1.43 , 0.79 , 0.72 , 0.64 ,5%, 0.82 , 0.76 , 0.68 ,ROUND SHANK METAL DRILLING,HSS(BLACK OXIDE),,12,,NO,CN,8467920090,42526601101,3.1,0.2,0.2,0.013,-,40042526601109,12,3.7,2.5,0.3,0.16,0.002,60042526601103,120,4,2.7,2.5,1.63,0.016,60885911380258,91560,42,30,22,1217.28,16.042,600,8
60111,,ACTIVE,02/03/18,,IRWIN,PTA,34,DRL 11/64 GP JL 118' BRT BULK, 1.56 , 0.86 , 0.78 , 0.70 ,5%, 0.90 , 0.82 , 0.74 ,ROUND SHANK METAL DRILLING,HSS(BLACK OXIDE),,12,,NO,CN,8467920090,42526601118,3.5,0.1,0.1,0.017,-,40042526601116,12,5,3.5,0.2,0.21,0.002,50042526601113,120,5.5,3.8,4.6,2.15,0.056,60885911380241,38400,42,30,48,679.8,35,600,8
60112,,ACTIVE,02/03/18,,IRWIN,PTA,34,DRL 3/16 GP JL 118' BRT BULK, 1.77 , 0.98 , 0.88 , 0.80 ,5%, 1.02 , 0.93 , 0.84 ,ROUND SHANK METAL DRILLING,HSS(BLACK OXIDE),,12,,NO,CN,8467920090,42526601125,3.5,0.3,0.3,0.021,-,40042526601123,12,5,3.5,0.3,0.26,0.003,60042526601127,120,5.8,4,4.7,2.75,0.063,60885911380234,38400,42,30,50,833.4,36.458,600,8
60113,,ACTIVE,02/03/18,,IRWIN,PTA,34,DRL 13/64 GP JL 118' BRT BULK, 2.06 , 1.13 , 1.02 , 0.92 ,5%, 1.18 , 1.08 , 0.97 ,ROUND SHANK METAL DRILLING,HSS(BLACK OXIDE),,12,,NO,CN,8467920090,42526601132,3.7,0.2,0.2,0.025,-,40042526601130,12,5,3.5,0.3,0.31,0.003,50042526601137,120,5.6,3.8,4.6,3.18,0.057,60885911380227,38400,42,30,50,987,36.458,330,5
60114,,ACTIVE,02/03/18,,IRWIN,PTA,34,DRL 7/32 GP JL 118' BRT BULK, 2.22 , 1.22 , 1.11 , 0.99 ,5%, 1.28 , 1.17 , 1.04 ,ROUND SHANK METAL DRILLING,HSS(BLACK OXIDE),,12,,NO,CN,8467920090,42526601149,3.8,0.2,0.2,0.031,-,40042526601147,12,5,3.5,0.3,0.38,0.003,50042526601144,120,5.6,3.9,4.6,3.8,0.058,60885911380210,33600,42,30,42,1068.6,30.625,330,5
60116,,ACTIVE,02/03/18,,IRWIN,PTA,34,DRL 1/4 GP JL 118' BRT BULK, 2.74 , 1.52 , 1.38 , 1.23 ,5%, 1.59 , 1.45 , 1.30 ,ROUND SHANK METAL DRILLING,HSS(BLACK OXIDE),,12,,NO,CN,8467920090,42526601163,4,0.3,0.3,0.042,-,40042526601161,12,5,3.5,0.4,0.51,0.004,50042526601168,120,5.6,3.8,4.5,5.22,0.055,60885911380203,24000,42,30,32,1035,23.333,330,5
60118,,ACTIVE,02/03/18,,IRWIN,PTA,34,DRL 9/32 GP JL 118' BRT BULK, 3.81 , 2.09 , 1.90 , 1.71 ,5%, 2.19 , 2.00 , 1.80 ,ROUND SHANK METAL DRILLING,HSS(BLACK OXIDE),,6,,NO,CN,8467920090,42526601187,4.4,0.3,0.3,0.056,-,40042526601185,6,5,3.5,0.5,0.34,0.005,60042526601189,60,5.7,3.8,4.6,3.48,0.058,-,24000,42,30,41,1371,29.896,-,-
60119,,ACTIVE,02/03/18,,IRWIN,PTA,34,DRL 19/64 GP JL 118' BRT BULK, 4.72 , 2.60 , 2.36 , 2.12 ,5%, 2.73 , 2.48 , 2.23 ,ROUND SHANK METAL DRILLING,HSS(BLACK OXIDE),,6,,NO,CN,0,42526601194,4.4,0.3,0.3,0.063,-,40042526601192,6,5,3.5,0.3,0.38,0.003,60042526601196,60,5.6,3.9,4.6,3.86,0.058,60885911380197,24300,42,30,45,1557.9,32.813,-,-
60120,,ACTIVE,02/03/18,,IRWIN,PTA,34,DRL 5/16 GP JL 118' BRT BULK, 4.76 , 2.63 , 2.39 , 2.15 ,5%, 2.76 , 2.51 , 2.26 ,ROUND SHANK METAL DRILLING,HSS(BLACK OXIDE),,6,,NO,CN,0,42526601200,4.5,0.3,0.3,0.071,-,40042526601208,6,4.9,3.5,0.5,0.43,0.005,60042526601202,60,5.6,3.8,4.6,4.38,0.057,60885911380180,14400,42,30,39,1049.4,28.438,-,-
60121,,ACTIVE,02/03/18,,IRWIN,PTA,34,DRL 21/64 GP JL 118' BRT BULK, 5.41 , 2.99 , 2.72 , 2.44 ,5%, 3.13 , 2.86 , 2.57 ,ROUND SHANK METAL DRILLING,HSS(BLACK OXIDE),,6,,NO,CN,0,42526601217,4.6,0.3,0.3,0.083,-,40042526601215,6,7,3.8,0.4,0.5,0.006,50042526601212,30,7.5,4.003,3.4,2.63,0.059,60885911380173,8100,42,30,50,699.3,36.458,-,-
60122,,ACTIVE,02/03/18,,IRWIN,PTA,34,DRL 11/32 GP JL 118' BRT BULK, 6.15 , 3.39 , 3.07 , 2.77 ,5%, 3.55 , 3.23 , 2.91 ,ROUND SHANK METAL DRILLING,HSS(BLACK OXIDE),,6,,NO,CN,8207502055,42526601224,4.6,0.4,0.4,0.093,-,40042526601222,6,7,3.7,0.4,0.56,0.006,50042526601229,30,7.5,4,3.4,2.91,0.059,60885911380166,8100,42,30,50,780.3,36.458,-,-
60123,,ACTIVE,02/03/18,,IRWIN,PTA,34,DRL 23/64 GP JL 118' BRT BULK, 6.90 , 3.80 , 3.44 , 3.10 ,5%, 3.99 , 3.62 , 3.26 ,ROUND SHANK METAL DRILLING,HSS(BLACK OXIDE),,6,,NO,CN,0,42526601231,5.1,0.4,0.4,0.103,-,40042526601239,6,7,3.7,0.5,0.62,0.007,50042526601236,30,7.5,4,3.4,3.18,0.059,60885911380159,8100,42,30,50,861.3,36.458,-,-
60124,,ACTIVE,02/03/18,,IRWIN,PTA,34,DRL 3/8 GP JL 118' BRT BULK, 6.90 , 3.80 , 3.44 , 3.10 ,5%, 3.99 , 3.62 , 3.26 ,ROUND SHANK METAL DRILLING,HSS(BLACK OXIDE),,6,,NO,CN,0,42526601248,5.1,0.4,0.4,0.111,-,40042526601246,6,7,3.8,0.5,0.67,0.008,50042526601243,30,7.625,3.875,3.938,3.45,0.067,60885911380142,10560,42,30,48,1199.16,35,-,-
60125,,ACTIVE,02/03/18,,IRWIN,PTA,34,DRL 25/64 GP JL 118' BRT BULK, 7.99 , 4.40 , 4.00 , 3.60 ,5%, 4.62 , 4.20 , 3.78 ,ROUND SHANK METAL DRILLING,HSS(BLACK OXIDE),,6,,NO,CN,0,42526601255,5.4,0.4,0.4,0.131,0.001,40042526601253,6,7,3.7,0.6,0.79,0.009,50042526601250,30,7.5,4,3.3,4.03,0.057,-,8100,42,30,45,1088.1,32.813,-,-
60127,,ACTIVE,02/03/18,,IRWIN,PTA,34,DRL 27/64 GP JL 118' BRT BULK, 8.97 , 4.94 , 4.48 , 4.03 ,5%, 5.18 , 4.71 , 4.24 ,ROUND SHANK METAL DRILLING,HSS(BLACK OXIDE),,6,,NO,CN,0,42526601279,5.3,0.4,0.4,0.156,-,40042526601277,6,7,3.8,0.5,0.94,0.008,50042526601274,30,7.6,3.9,3.4,4.82,0.058,60885911380135,7200,42,30,43,1150.2,31.354,-,-
60128,,ACTIVE,02/03/18,,IRWIN,PTA,34,DRL 7/16 GP JL 118' BRT BULK, 9.52 , 5.24 , 4.76 , 4.27 ,5%, 5.50 , 5.00 , 4.49 ,ROUND SHANK METAL DRILLING,HSS(BLACK OXIDE),,6,,NO,CN,0,42526601286,5.6,0.4,0.4,0.173,0.001,40042526601284,6,6.9,3.7,0.5,1.04,0.007,50042526601281,30,7.5,4,3.3,5.29,0.057,60885911380128,7200,42,30,38,1272.6,27.708,-,-
60129,,ACTIVE,02/03/18,,IRWIN,PTA,34,DRL 29/64 GP JL 118' BRT BULK, 11.23 , 6.17 , 5.60 , 5.04 ,5%, 6.47 , 5.89 , 5.30 ,ROUND SHANK METAL DRILLING,HSS(BLACK OXIDE),,6,,NO,CN,0,42526601293,5.9,0.4,0.4,0.181,0.001,40042526601291,6,7,3.7,0.5,1.09,0.007,50042526601298,30,7.5,4,3.3,5.55,0.057,-,5250,42,30,26,977.25,18.958,-,-
60130,,ACTIVE,02/03/18,,IRWIN,PTA,34,DRL 15/32 GP JL 118' BRT BULK, 11.35 , 6.24 , 5.66 , 5.09 ,5%, 6.55 , 5.95 , 5.35 ,ROUND SHANK METAL DRILLING,HSS(BLACK OXIDE),,6,,NO,CN,0,42526601309,7,0.615,0.5,0.192,0.001,40042526601307,6,7,3.688,0.5,1.152,0.007,50042526601304,30,7.5,4,3.3,6.25,0.057,-,5400,42,30,32,1203,23.333,-,-
60131,,ACTIVE,02/03/18,,IRWIN,PTA,34,DRL 31/64 GP JL 118' BRT BULK, 12.10 , 6.65 , 6.04 , 5.43 ,5%, 6.98 , 6.35 , 5.71 ,ROUND SHANK METAL DRILLING,HSS(BLACK OXIDE),,6,,NO,CN,0,42526601316,5.8,0.5,0.5,0.22,0.001,40042526601314,6,6.9,3.6,0.5,1.32,0.007,50042526601311,30,7.5,4.1,3.2,6.74,0.057,-,11250,48,40,20.5,2502,22.778,-,-
60132,,ACTIVE,02/03/18,,IRWIN,PTA,34,DRL 1/2 GP JL 118' BRT BULK, 11.85 , 6.51 , 5.92 , 5.32 ,5%, 6.83 , 6.22 , 5.59 ,ROUND SHANK METAL DRILLING,HSS(BLACK OXIDE),,6,,NO,CN,0,42526601323,6,0.5,0.5,0.24,0.001,40042526601321,6,7,3.4,0.6,1.44,0.008,50042526601328,30,7.6,4,3.1,7.2,0.055,60885911380111,4500,42,30,27,1107,19.688,-,-
60136,,ACTIVE,02/03/18,,IRWIN,PTA,34,DRL BIT 13PC SET, 28.94 , 15.92 , 14.47 , 13.02 ,5%, 16.71 , 15.20 , 13.68 ,ROUND SHANK METAL DRILLING,HSS(BLACK OXIDE),,6,,NO,CN,0,42526601361,6.9,4.9,0.9,0.745,0.018,40042526601369,6,7.3,5.8,5,4.47,0.123,50042526601366,36,18,8.25,11,28.3,0.945,-,1008,42,30,49,777.96,35.729,-,-
60137,,ACTIVE,02/03/18,,IRWIN,PTA,34,DRL BIT 15PC SET, 85.47 , 47.01 , 42.74 , 38.45 ,5%, 49.36 , 44.88 , 40.38 ,ROUND SHANK METAL DRILLING,HSS(BLACK OXIDE),,1,,NO,CN,0,42526601378,7,4.5,1.75,2.15,0.032,-,-,0,-,-,-,-,30042526601379,10,9.5,9.188,8.188,22.9,0.414,-,480,42,30,37.752,1134,27.528,-,-
