Segment/Level 1,Family/Level 2,Class/Level 3,Commodity/Level 4,UNSPSC,Seg,Fam,Cla,Com,Notes
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Bicycle Storage,Bike Racks,56101608,56,10,16,8,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Bicycle Storage,Bike Shelters,30201703,30,20,17,3,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Bicycle Storage,Car & Garage Racks,24102001,24,10,20,1,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Canopies & Utility Tents,Canopy Garages & Sheds,30151902,30,15,19,2,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Canopies & Utility Tents,Multipurpose Canopies,30151902,30,15,19,2,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Canopies & Utility Tents,Utility & Work Tents,30151902,30,15,19,2,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,"Caulks, Sealants, and Fillers",Adhesive Caulk & Sealants,31201601,31,20,16,1,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,"Caulks, Sealants, and Fillers",Caulk & Sealant Removers,44121626,,,,,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,"Caulks, Sealants, and Fillers",Concrete Fillers & Patchers,31201606,,,,,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,"Caulks, Sealants, and Fillers",Pipe Cleaner & Primer,,,,,,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,"Caulks, Sealants, and Fillers",Plumbing Putty & Cement,31201617,31,20,16,17,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,"Caulks, Sealants, and Fillers",Spackling,30111701,,,,,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,"Caulks, Sealants, and Fillers",Spray Foam Sealants,31201608,,,,,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,"Caulks, Sealants, and Fillers",Threadlockers,31201701,,,,,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,"Caulks, Sealants, and Fillers",Threadlockers and Gasket Sealants,31201701,,,,,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,"Caulks, Sealants, and Fillers",,31201600,31,20,16,0,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,"Caulks, Sealants, and Fillers",,31201600,31,20,16,0,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,"Concrete, Asphalt and Masonry",,31201600,31,20,16,0,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Dispensing Guns,,27112900,,,,,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,"Industrial Markers, Chalks & Layout Fluids",Carpenter Pencils,44121706,44,12,17,6,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,"Industrial Markers, Chalks & Layout Fluids",Chalk Line Reels,27112304,27,11,23,4,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,"Industrial Markers, Chalks & Layout Fluids",Chalk Line Reels,27112304,27,11,23,4,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,"Industrial Markers, Chalks & Layout Fluids",Dot Markers & Accessories,23101515,,,,,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,"Industrial Markers, Chalks & Layout Fluids",Dot Markers & Accessories,23101515,,,,,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,"Industrial Markers, Chalks & Layout Fluids",Layout Fluids,27112304,27,11,23,4,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,"Industrial Markers, Chalks & Layout Fluids",Layout Fluids,27112304,27,11,23,4,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,"Industrial Markers, Chalks & Layout Fluids",Layout Fluids,27112304,27,11,23,4,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,"Industrial Markers, Chalks & Layout Fluids",Layout Fluids,27112304,27,11,23,4,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,"Industrial Markers, Chalks & Layout Fluids",Lumber Crayons,60121511,60,12,15,11,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,"Industrial Markers, Chalks & Layout Fluids",Markers & Paintsticks,31211513,,,,,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,"Industrial Markers, Chalks & Layout Fluids",Railroad Chalk,11101506,,,,,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Janitorial Carts and Supply Holders,Janitor Carts & Caddies,47121501,47,12,15,1,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Janitorial Carts and Supply Holders,Janitor Carts & Caddies,47121501,47,12,15,1,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Labels & Tags,Label Holders,55121618,55,12,16,18,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Labels & Tags,"Label Makers, Tape & Accessories",45101614,,,,,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Labels & Tags,"Label Makers, Tape & Accessories",45101614,,,,,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Labels & Tags,"Label Makers, Tape & Accessories",45101614,,,,,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Labels & Tags,"Label Makers, Tape & Accessories",45101614,,,,,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Labels & Tags,"Temperature Indicating Labels, Markers & Liquids",24141504,,,,,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Labels & Tags,"Temperature Indicating Labels, Markers & Liquids",24141504,,,,,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Labels & Tags,"Temperature Indicating Labels, Markers & Liquids",24141504,,,,,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Letters & Numbers,Embossed Characters,44121624,44,12,16,24,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Letters & Numbers,Magnetic Characters,31381100,,,,,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Lubricants,Food Grade Lubricants,15121526,15,12,15,26,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Lubricants,General Purpose Lubricants,15121520,15,12,15,20,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Lubricants,HVAC Lubricants,15121520,,,,,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Lubricants,Industrial Lubricants,15121520,,,,,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Lubricants,O-Ring Lubricants,15121520,,,,,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Maintenance Lifts,Maintenance Lifts,24101600,,,,,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Odor Control,,47101530,47,10,15,30,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Painting,"Brushes, Rollers, and Trays",31211909,31,21,19,9,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Painting,Bucket Grids,31211916,,,,,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Painting,"Drop Cloths, Dust Covers & Tarps",24141506,,,,,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Painting,"Drop Cloths, Dust Covers & Tarps",24141506,,,,,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Painting,Extension Poles,31211912,31,21,19,12,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Painting,Exterior Paints and Stains,31211915,31,21,19,15,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Painting,Hot Mop Buckets,47121804,,,,,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Painting,Interior Paints and Stains,31211915,31,21,19,15,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Painting,Paint & Primer,31211500,31,21,15,0,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Painting,Paint and Wallpaper Tools,30161500,30,16,15,,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Painting,Paint Booths and Accessories,31211900,31,21,19,0,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Painting,"Paint Brushes, Rollers & Sprayers",31211904,31,21,19,4,brushes
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Painting,"Paint Brushes, Rollers & Sprayers",31211904,31,21,19,4,brushes
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Painting,"Paint Brushes, Rollers & Sprayers",31211904,31,21,19,4,brushes
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Painting,"Paint Brushes, Rollers & Sprayers",31211906,31,21,19,6,roller
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Painting,"Paint Brushes, Rollers & Sprayers",31211906,31,21,19,6,roller
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Painting,"Paint Brushes, Rollers & Sprayers",31211906,31,21,19,6,roller
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Painting,"Paint Brushes, Rollers & Sprayers",31211908,31,21,19,8,spray
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Painting,"Paint Brushes, Rollers & Sprayers",31211908,31,21,19,8,spray
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Painting,"Paint Brushes, Rollers & Sprayers",31211908,31,21,19,8,spray
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Painting,"Paint Brushes, Rollers & Sprayers",31211908,31,21,19,8,spray
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Painting,"Paint Mixers, Shakers, and Accessories",31211900,31,21,19,0,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Painting,Paint Sprayers,31211908,31,21,19,8,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Painting,Paint Sprayers and Accessories,31211900,31,21,19,8,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Painting,Paintbrushes,31211904,31,21,19,4,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Painting,Paintbrushes & Pads,31211904,31,21,19,4,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Painting,Painting Accessories,31211900,31,21,19,0,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Painting,Painting Accessories,31211900,31,21,19,0,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Painting,Painting Accessories,31211900,31,21,19,0,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Painting,Painting Accessories,31211900,31,21,19,0,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Painting,Painting Accessories,31211900,31,21,19,0,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Painting,Painting Accessories,31211900,31,21,19,0,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Painting,Painting Accessories,31211900,31,21,19,0,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Painting,Painting Accessories,31211900,31,21,19,0,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Painting,"Paints, Coatings & Painting Chemicals",31210000,31,21,0,0,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Painting,"Paints, Coatings & Painting Chemicals",31210000,31,21,0,0,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Painting,"Paints, Coatings & Painting Chemicals",31210000,31,21,0,0,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Painting,"Paints, Coatings & Painting Chemicals",31210000,31,21,0,0,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Painting,"Paints, Coatings & Painting Chemicals",31210000,31,21,0,0,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Painting,"Paints, Coatings & Painting Chemicals",31210000,31,21,0,0,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Painting,"Paints, Coatings & Painting Chemicals",31210000,31,21,0,0,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Painting,"Paints, Coatings & Painting Chemicals",31210000,31,21,0,0,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Painting,"Paints, Coatings & Painting Chemicals",31210000,31,21,0,0,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Painting,"Paints, Coatings & Painting Chemicals",31210000,31,21,0,0,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Painting,Replacement Parts,,,,,,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Painting,Roller Covers,31211917,31,21,19,17,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Painting,Roller Frames,31211906,,,,,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Painting,Roller Kits,44103121,,,,,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Painting,Specialty Coatings,31211504,31,21,15,4,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Painting,"Specialty Paints, Coatings, and Additives",60121200,,,,,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Painting,Spray Paint,31211507,31,21,15,7,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Painting,Spray Paints and Primers,31211507,31,21,15,7,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Painting,Striping & Marking Machines,31211908,,,,,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Painting,Surface Preparation & Repair,31211504,,,,,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Painting,Surface Preparation & Repair,31211504,,,,,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Painting,Surface Preparation & Repair,31211504,,,,,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Painting,Surface Preparation & Repair,31211504,,,,,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Painting,Surface Preparation & Repair,31211504,,,,,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Painting,Surface Preparation & Repair,31211504,,,,,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Painting,Surface Preparation & Repair,31211504,,,,,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Painting,Surface Preparation & Repair,31211504,,,,,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Painting,Surface Preparation & Repair,31211504,,,,,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Painting,Surface Preparation & Repair,31211504,,,,,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Painting,Surface Preparation & Repair,31211504,,,,,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Painting,Surface Preparation & Repair,31211504,,,,,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Painting,Surface Preparation & Repair,31211504,,,,,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Painting,Surface Preparation & Repair,31211504,,,,,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Painting,Surface Protection and Dust Barriers,44102907,44,10,29,7,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Painting,Trays,31211909,31,21,19,9,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Pest Control,Bed Bug Covers,72102100,,,,,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Pest Control,Bird Spikes & Deterrents,10191507 ,10,19,15,7,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Pest Control,Bug Zappers & Traps,10191703,10,19,17,3,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Pest Control,Insecticide,10191509,10,19,15,9,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Pest Control,Rodent & Animal Repellents,10191506,10,19,15,6,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Pest Control,Rodent Traps,10191506,10,19,15,6,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Pest Control,Wild Animal Audio Deterrents,10191707,10,19,17,7,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Pest Control,Wild Animal Traps,10191701,10,19,17,1,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Replacement Parts,,47121500,47,12,15,0,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Replacement Parts,,47121500,47,12,15,0,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Stamping & Engraving,Blank Metal Plates,27112306,27,11,23,6,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Stamping & Engraving,Engraving Kits & Accessories,82121600,82,12,16,0,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Stamping & Engraving,Engraving Kits & Accessories,82121600,82,12,16,0,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Stamping & Engraving,Engraving Kits & Accessories,82121600,82,12,16,0,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Stamping & Engraving,Rubber Stamps,60121701,60,12,17,1,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Stamping & Engraving,Rubber Stamps,60121701,60,12,17,1,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Stamping & Engraving,Rubber Stamps,60121701,60,12,17,1,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Stamping & Engraving,Stamping Machines,48111303,48,11,13,3,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Stamping & Engraving,Stamping Machines,48111303,48,11,13,3,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Stamping & Engraving,Steel Stamps & Type,27112306,27,11,23,6,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Stamping & Engraving,Steel Stamps & Type,27112306,27,11,23,6,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Stamping & Engraving,Steel Stamps & Type,27112306,27,11,23,6,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Stamping & Engraving,Steel Stamps & Type,27112306,27,11,23,6,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Stamping & Engraving,Steel Stamps & Type,27112306,27,11,23,6,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Stamping & Engraving,Steel Stamps & Type,27112306,27,11,23,6,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Stamping & Engraving,Steel Stamps & Type,27112306,27,11,23,6,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Stamping & Engraving,Steel Stamps & Type,27112306,27,11,23,6,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Stenciling & Striping,Stencils & Accessories,44111801,44,11,18,1,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Stenciling & Striping,Stencils & Accessories,44111801,44,11,18,1,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Stenciling & Striping,Stencils & Accessories,44111801,44,11,18,1,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Stenciling & Striping,Stencils & Accessories,44111801,44,11,18,1,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Stenciling & Striping,Stencils & Accessories,44111801,44,11,18,1,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Stenciling & Striping,"Striping & Marking Machines, Tape & Paint",31211801,,,,,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Tapes,Anti Slip Tape,31201513,31,20,15,13,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Tapes,Antimicrobial Tape,31201515,,,,,
"Cleaning, Janitorial, & Maintenance",Facilities Maintenance,Tapes,Bag Tape,31201515,,,,,
